,keyword,title,author,body,time,date,status,votes,num_comments,num_comment_pages,link,lang
176,implemented,Support Windows 10 Change-Volume-UI,user-removed,"When using the volume knob/button on keyboard in Windows 10 and a song is playing in Windows Media Player, it looks like in the image above. Not only does the systems volume level indicator show up, but also the current song with metadata, cover art and simple controls. It would be really great if music playing in Spotify showed up here too.",09:30 PM,‎2015-02-25,,147,60,6,https://community.spotify.com/t5/Implemented-Ideas/Support-Windows-10-Change-Volume-UI/idi-p/1034647?search-action-id=342735232078&search-result-uid=1034647,en
177,implemented,Zoom options,OviiiOne,"Zoom options to change all elements, including text size, spacing, etc. It would be nice to have some zoom options to change the text size in the desktop application. It could be separate options for the sidebar and the main screen.",10:42 AM,‎2015-02-18,,327,50,5,https://community.spotify.com/t5/Implemented-Ideas/Zoom-options/idi-p/1030418?search-action-id=342735232078&search-result-uid=1030418,en
178,implemented,[All Platforms] Bookmark Position in an Audiobook or Podcast,lukasgenberg-se,"Hey there, Now that Spotify have added a bunch of Audiobooks and Podcasts, I think it would be a nice idea to have the option to:Pause your audiobook/podcast > go back to listening to music > and then be able to get back to your book/podcast and pick up where you left of, without having to memorize the time that you paused. What do you think? Have a good enough day!< moderator edits >",01:22 PM,‎2015-02-05,,1165,300,30,https://community.spotify.com/t5/Implemented-Ideas/All-Platforms-Bookmark-Position-in-an-Audiobook-or-Podcast/idi-p/1023674?search-action-id=342735232078&search-result-uid=1023674,en
179,implemented,[Web Player] Spotify Connect for Web Player,OlleBj,"Hi, I know this idea has been on here before but I think its a great idea to include the web app in Connect. Would help me alot with my servers at home etc. Anyone know if its under development? Cheers",08:58 PM,‎2015-01-29,,301,40,4,https://community.spotify.com/t5/Implemented-Ideas/Web-Player-Spotify-Connect-for-Web-Player/idi-p/1020533?search-action-id=342735232078&search-result-uid=1020533,en
180,implemented,Full screen playback info and visuals (Desktop),user-removed,"When you have a nice evening at home with some friends, music playing in the backgound, one question is raised every time and at least once:- Wow, this is a great song. Who is performing this? From which album is it? Wasn't this guy playing in another band a few years ago?Unfortunately, the desktop app is at the moment mainly focused on navigating and searching for music and not at all on the graphical / visual experience of the music being played.On the iOS app this is far better, because you can swith to full screen mode to a static view of the front-side album art, song title and artist name. For starters, this would already be a great addition if this feature would be available for the desktop app as well.But there are a lot more opportunities to improve the visual experience.The best one I've experienced so far is a specific skin in XBMC/Kodi: Aeon MQ 5. It combines album art, artist art, artist biography and lyrics in one full screen view. The artist art is even dynamic and changes at a certain interval.I added a screenshot to give you an impression.Although there already are some ideas posted about bigger album art, I didn't see any idea's yet about the whole visual experience while listening to your music. Therefore I decided to post this idea.Anyone else who is missing this or would like this to be developed? Or is it just me?",07:05 PM,‎2015-01-23,,831,90,9,https://community.spotify.com/t5/Implemented-Ideas/Full-screen-playback-info-and-visuals-Desktop/idi-p/1017491?search-action-id=342735232078&search-result-uid=1017491,en
181,implemented,Queue on iPad,pradaker,"The list of songs queued is possible to display on the iPhone app, but not on the iPad app, and it's really inconvenient since I use that feature very often.Come on, Spotify. Please fix this!",12:54 AM,‎2015-01-20,,865,310,31,https://community.spotify.com/t5/Implemented-Ideas/Queue-on-iPad/idi-p/1015435?search-action-id=342735232078&search-result-uid=1015435,en
182,implemented,[Mobile] Car Mode,mitchbergs_com,- More space for touch functions - Faster access to play and pause actions - Reduced functionality for safer and faster access during driving,10:04 PM,‎2015-01-18,,1027,130,13,https://community.spotify.com/t5/Implemented-Ideas/Mobile-Car-Mode/idi-p/1014795?search-action-id=342735232078&search-result-uid=1014795,en
183,implemented,Support Google Cast for Audio,Daniel,"Google announced Google cast for audio today. Any chance we'll see this api adopted so that speakers using this can play from Spotify? ""today, we're announcing Google Cast for audio, which embeds the same technology behind Chromecast into speakers, sound bars, and A/V receivers. Just like Chromecast, simply tap the cast button in your favorite music or radio app on Android, iOS, or the web, and select a Google Cast Ready speaker to get the party started.Google Cast Ready speakers pull content directly from the cloud, so you’ll get the best audio quality and can freely multi-task on your phone, tablet, or laptop, all without straining the battery. These speakers will work with a growing list of apps including Deezer, Google Play Music, iHeartRadio, NPR One, Pandora, Rdio, TuneIn, and many more."" http://chrome.blogspot.co.uk/2015/01/introducing-google-cast-for-audio.html?m=1",12:07 AM,‎2015-01-06,,233,50,5,https://community.spotify.com/t5/Implemented-Ideas/Support-Google-Cast-for-Audio/idi-p/1008382?search-action-id=342735232078&search-result-uid=1008382,en
184,implemented,Shuffle should not repeat a song until X% of the the rest of the playlist has been played,captglasspac,"My starred playlist is 250+ tracks, yet when I shuffle play I hear some song all of the time and others never. Spotify should keep track of the play history across sessions. Once a song has been played, it won'tbe put back into the sample pool until half (or some other percentage) of the other songs are played. Example: Playlist X has 100 songs. When on shuffle, as soon as song Y is played it is put ""on hold"" and won't be considered for play until at least 50 other songs have been played. I get sick of hearing the same songs over and over and this is easily a fixable problem. I would also hope that this is a duplicate suggestion, but I didn't see anything. Bart",04:16 PM,‎2014-12-23,,659,200,20,https://community.spotify.com/t5/Implemented-Ideas/Shuffle-should-not-repeat-a-song-until-X-of-the-the-rest-of-the/idi-p/1002737?search-action-id=342735232078&search-result-uid=1002737,en
185,implemented,[Android] Better landscape layout,RonMoses,"Okay Spotify, this is your portrait layout. Notice the excellent use of space, nothing is wasted. This is your landscape layout. Notice the tiny art and wasted space... Now look at this mockup. Isn't this a lot better? You're welcome. Ron",05:28 PM,‎2014-12-19,,438,40,4,https://community.spotify.com/t5/Implemented-Ideas/Android-Better-landscape-layout/idi-p/1000989?search-action-id=342735232078&search-result-uid=1000989,en
186,implemented,[Wear OS] Offline Music on Wear OS devices,mrmadcat,Please add offline music support to the wearable without need to be connected to the main phone /tablet. Eg Bluetooth headphones connected to my smartwatch listening to music while I'm running. This is now supported by the watch OS http://officialandroid.blogspot.co.uk/2014/10/jogging-and-jamming-with-android-wear.html?m=1,08:46 AM,‎2014-10-24,,4511,610,61,https://community.spotify.com/t5/Implemented-Ideas/Wear-OS-Offline-Music-on-Wear-OS-devices/idi-p/958295?search-action-id=342735232078&search-result-uid=958295,en
187,implemented,Add support for Android TV,lajo,Android TV is Google's latest take on Android for the TV and is released with Android 5.0 Lollipop. The first device running Android TV is Google's own device Nexus Player. For more information http://www.android.com/tv/ http://www.google.com/nexus/player/ https://developer.android.com/tv/index.html The good thing with Android TV is that it runs regular Android apps with some modifications and it also has built in support for Google Cast.,12:27 PM,‎2014-10-17,,419,170,17,https://community.spotify.com/t5/Implemented-Ideas/Add-support-for-Android-TV/idi-p/951259?search-action-id=342735232078&search-result-uid=951259,en
188,implemented,Bringing Spotify to India,user-removed,"Hello, I am from india and i don't listen to lot of music but spotify made me change that.Now i am huge fan of Pop music and spotify. Spotify is available in india through premium version but a lot of can't afford payment so we prefer the ad-version of spotify to listen to music for free.. We have been eagerly waiting for last few years but till now it hasn't been launched in india. A country with billion people will definetly boost it's popularity and income.Not only india but spotify is not available to other countries also. I hope people support this idea and make it possible.",07:39 AM,‎2014-10-10,,173,20,2,https://community.spotify.com/t5/Implemented-Ideas/Bringing-Spotify-to-India/idi-p/942999?search-action-id=342735232078&search-result-uid=942999,en
